Code,DJINDUS
20/06/2011,12080.38
21/06/2011,12190.01
22/06/2011,12109.67
23/06/2011,12050
24/06/2011,11934.58
27/06/2011,12043.56
28/06/2011,12188.69
29/06/2011,12261.42
30/06/2011,12414.34
01/07/2011,12582.77
04/07/2011,12582.77
05/07/2011,12569.87
06/07/2011,12626.02
07/07/2011,12719.49
08/07/2011,12657.2
11/07/2011,12505.76
12/07/2011,12446.88
13/07/2011,12491.61
14/07/2011,12437.12
15/07/2011,12479.73
18/07/2011,12385.16
19/07/2011,12587.42
20/07/2011,12571.91
21/07/2011,12724.41
22/07/2011,12681.16
25/07/2011,12592.8
26/07/2011,12501.3
27/07/2011,12302.55
28/07/2011,12240.11
29/07/2011,12143.24
01/08/2011,12132.49
02/08/2011,11866.62
03/08/2011,11896.44
04/08/2011,11383.68
05/08/2011,11444.61
08/08/2011,10809.85
09/08/2011,11239.77
10/08/2011,10719.94
11/08/2011,11143.31
12/08/2011,11269.02
15/08/2011,11482.9
16/08/2011,11405.93
17/08/2011,11410.21
18/08/2011,10990.58
19/08/2011,10817.65
22/08/2011,10854.65
23/08/2011,11176.76
24/08/2011,11320.71
25/08/2011,11149.82
26/08/2011,11284.54
29/08/2011,11539.25
30/08/2011,11559.95
31/08/2011,11613.53
01/09/2011,11493.57
02/09/2011,11240.26
05/09/2011,11240.26
06/09/2011,11139.3
07/09/2011,11414.86
08/09/2011,11295.81
09/09/2011,10992.13
12/09/2011,11061.12
13/09/2011,11105.85
14/09/2011,11246.73
15/09/2011,11433.18
16/09/2011,11509.09
19/09/2011,11401.01
20/09/2011,11408.66
21/09/2011,11124.84
22/09/2011,10733.83
23/09/2011,10771.48
26/09/2011,11043.86
27/09/2011,11190.69
28/09/2011,11010.9
29/09/2011,11153.98
30/09/2011,10913.38
03/10/2011,10655.3
04/10/2011,10808.71
05/10/2011,10939.95
06/10/2011,11123.33
07/10/2011,11103.12
10/10/2011,11433.18
11/10/2011,11416.3
12/10/2011,11518.85
13/10/2011,11478.13
14/10/2011,11644.49
17/10/2011,11397
18/10/2011,11577.05
19/10/2011,11504.62
20/10/2011,11541.78
21/10/2011,11808.79
24/10/2011,11913.62
25/10/2011,11706.62
26/10/2011,11869.04
27/10/2011,12208.55
28/10/2011,12231.11
31/10/2011,11955.01
01/11/2011,11657.96
02/11/2011,11836.04
03/11/2011,12044.47
04/11/2011,11983.24
07/11/2011,12068.39
08/11/2011,12170.18
09/11/2011,11780.94
10/11/2011,11893.79
11/11/2011,12153.68
14/11/2011,12078.98
15/11/2011,12096.16
16/11/2011,11905.59
17/11/2011,11770.73
18/11/2011,11796.16
21/11/2011,11547.31
22/11/2011,11493.72
23/11/2011,11257.55
24/11/2011,11257.55
25/11/2011,11231.78
28/11/2011,11523.01
29/11/2011,11555.63
30/11/2011,12045.68
01/12/2011,12020.03
02/12/2011,12019.42
05/12/2011,12097.83
06/12/2011,12150.13
07/12/2011,12196.37
08/12/2011,11997.7
09/12/2011,12184.26
12/12/2011,12021.39
13/12/2011,11954.94
14/12/2011,11823.48
15/12/2011,11868.81
16/12/2011,11866.39
19/12/2011,11766.26
20/12/2011,12103.58
21/12/2011,12107.74
22/12/2011,12169.65
23/12/2011,12294
26/12/2011,12294
27/12/2011,12291.35
28/12/2011,12151.41
29/12/2011,12287.04
30/12/2011,12217.56
02/01/2012,12217.56
03/01/2012,12397.38
04/01/2012,12418.42
05/01/2012,12415.7
06/01/2012,12359.92
09/01/2012,12392.69
10/01/2012,12462.47
11/01/2012,12449.45
12/01/2012,12471.02
13/01/2012,12422.06
16/01/2012,12422.06
17/01/2012,12482.07
18/01/2012,12578.95
19/01/2012,12623.98
20/01/2012,12720.48
23/01/2012,12708.82
24/01/2012,12675.75
25/01/2012,12756.96
26/01/2012,12734.63
27/01/2012,12660.46
30/01/2012,12653.72
31/01/2012,12632.91
01/02/2012,12716.46
02/02/2012,12705.41
03/02/2012,12862.23
06/02/2012,12845.13
07/02/2012,12878.2
08/02/2012,12883.95
09/02/2012,12890.46
10/02/2012,12801.23
13/02/2012,12874.04
14/02/2012,12878.28
15/02/2012,12780.95
16/02/2012,12904.08
17/02/2012,12949.87
20/02/2012,12949.87
21/02/2012,12965.69
22/02/2012,12938.67
23/02/2012,12984.69
24/02/2012,12982.95
27/02/2012,12981.51
28/02/2012,13005.12
29/02/2012,12952.07
01/03/2012,12980.3
02/03/2012,12977.57
05/03/2012,12962.81
06/03/2012,12759.15
07/03/2012,12837.33
08/03/2012,12907.94
09/03/2012,12922.02
12/03/2012,12959.71
13/03/2012,13177.68
14/03/2012,13194.1
15/03/2012,13252.76
16/03/2012,13232.62
19/03/2012,13239.13
20/03/2012,13170.19
21/03/2012,13124.62
22/03/2012,13046.14
23/03/2012,13080.73
26/03/2012,13241.63
27/03/2012,13197.73
28/03/2012,13126.21
29/03/2012,13145.82
30/03/2012,13212.04
02/04/2012,13264.49
03/04/2012,13199.55
04/04/2012,13074.75
05/04/2012,13060.14
06/04/2012,13060.14
09/04/2012,12929.59
10/04/2012,12715.93
11/04/2012,12805.39
12/04/2012,12986.58
13/04/2012,12849.59
16/04/2012,12921.41
17/04/2012,13115.54
18/04/2012,13032.75
19/04/2012,12964.1
20/04/2012,13029.26
23/04/2012,12927.17
24/04/2012,13001.56
25/04/2012,13090.72
26/04/2012,13204.62
27/04/2012,13228.31
30/04/2012,13213.63
01/05/2012,13279.32
02/05/2012,13268.57
03/05/2012,13206.59
04/05/2012,13038.27
07/05/2012,13008.53
08/05/2012,12932.09
09/05/2012,12835.06
10/05/2012,12855.04
11/05/2012,12820.6
14/05/2012,12695.35
15/05/2012,12632
16/05/2012,12598.55
17/05/2012,12442.49
18/05/2012,12369.38
21/05/2012,12504.48
22/05/2012,12502.81
23/05/2012,12496.15
24/05/2012,12529.75
25/05/2012,12454.83
28/05/2012,12454.83
29/05/2012,12580.69
30/05/2012,12419.86
31/05/2012,12393.45
01/06/2012,12118.57
04/06/2012,12101.46
05/06/2012,12127.95
06/06/2012,12414.79
07/06/2012,12460.96
08/06/2012,12554.2
11/06/2012,12411.23
12/06/2012,12573.8
13/06/2012,12496.38
14/06/2012,12651.91
15/06/2012,12767.17
18/06/2012,12741.82
19/06/2012,12837.33
20/06/2012,12824.39
21/06/2012,12573.57
22/06/2012,12640.78
25/06/2012,12502.66
26/06/2012,12534.67
27/06/2012,12627.01
28/06/2012,12602.26
29/06/2012,12880.09
02/07/2012,12871.39
03/07/2012,12943.82
04/07/2012,12943.82
05/07/2012,12896.67
06/07/2012,12772.47
09/07/2012,12736.29
10/07/2012,12653.12
11/07/2012,12604.53
12/07/2012,12573.27
13/07/2012,12777.09
16/07/2012,12727.21
17/07/2012,12805.54
18/07/2012,12908.7
19/07/2012,12943.36
20/07/2012,12822.57
23/07/2012,12721.46
24/07/2012,12617.32
25/07/2012,12676.05
26/07/2012,12887.93
27/07/2012,13075.66
30/07/2012,13073.01
31/07/2012,13008.68
01/08/2012,12971.06
02/08/2012,12878.88
03/08/2012,13096.17
06/08/2012,13117.51
07/08/2012,13168.6
08/08/2012,13175.64
09/08/2012,13165.19
10/08/2012,13207.95
13/08/2012,13169.43
14/08/2012,13172.14
15/08/2012,13164.78
16/08/2012,13250.11
17/08/2012,13275.2
20/08/2012,13271.64
21/08/2012,13203.58
22/08/2012,13172.76
23/08/2012,13057.46
24/08/2012,13157.97
27/08/2012,13124.67
28/08/2012,13102.99
29/08/2012,13107.48
30/08/2012,13000.71
31/08/2012,13090.84
03/09/2012,13090.84
04/09/2012,13035.94
05/09/2012,13047.48
06/09/2012,13292
07/09/2012,13306.64
10/09/2012,13254.29
11/09/2012,13323.36
12/09/2012,13333.35
13/09/2012,13539.86
14/09/2012,13593.37
17/09/2012,13553.1
18/09/2012,13564.64
19/09/2012,13577.96
20/09/2012,13596.93
21/09/2012,13579.47
24/09/2012,13558.92
25/09/2012,13457.55
26/09/2012,13413.51
27/09/2012,13485.97
28/09/2012,13437.13
01/10/2012,13515.11
02/10/2012,13482.36
03/10/2012,13494.61
04/10/2012,13575.36
05/10/2012,13610.15
08/10/2012,13583.65
09/10/2012,13473.53
10/10/2012,13344.97
11/10/2012,13326.39
12/10/2012,13328.85
15/10/2012,13424.23
16/10/2012,13551.78
17/10/2012,13557
18/10/2012,13548.94
19/10/2012,13343.51
22/10/2012,13345.89
23/10/2012,13102.53
24/10/2012,13077.34
25/10/2012,13103.68
26/10/2012,13107.21
29/10/2012,13107.21
30/10/2012,13107.21
31/10/2012,13096.46
01/11/2012,13232.62
02/11/2012,13093.16
05/11/2012,13112.44
06/11/2012,13245.68
07/11/2012,12932.73
08/11/2012,12811.32
09/11/2012,12815.39
12/11/2012,12815.08
13/11/2012,12756.18
14/11/2012,12570.95
15/11/2012,12542.38
16/11/2012,12588.31
19/11/2012,12795.96
20/11/2012,12788.51
21/11/2012,12836.89
22/11/2012,12836.89
23/11/2012,13009.68
26/11/2012,12967.37
27/11/2012,12878.13
28/11/2012,12985.11
29/11/2012,13021.82
30/11/2012,13025.58
03/12/2012,12965.6
04/12/2012,12951.78
05/12/2012,13034.49
06/12/2012,13074.04
07/12/2012,13155.13
10/12/2012,13169.88
11/12/2012,13248.44
12/12/2012,13245.45
13/12/2012,13170.72
14/12/2012,13135.01
17/12/2012,13235.39
18/12/2012,13350.96
19/12/2012,13251.97
20/12/2012,13311.72
21/12/2012,13190.84
24/12/2012,13139.08
25/12/2012,13139.08
26/12/2012,13114.59
27/12/2012,13096.31
28/12/2012,12938.11
31/12/2012,13104.14
01/01/2013,13104.14
02/01/2013,13412.55
03/01/2013,13391.36
04/01/2013,13435.21
07/01/2013,13384.29
08/01/2013,13328.85
09/01/2013,13390.51
10/01/2013,13471.22
11/01/2013,13488.43
14/01/2013,13507.32
15/01/2013,13534.89
16/01/2013,13511.23
17/01/2013,13596.02
18/01/2013,13649.7
21/01/2013,13649.7
22/01/2013,13712.21
23/01/2013,13779.33
24/01/2013,13825.33
25/01/2013,13895.98
28/01/2013,13881.93
29/01/2013,13954.42
30/01/2013,13910.42
31/01/2013,13860.58
01/02/2013,14009.79
04/02/2013,13880.08
05/02/2013,13979.3
06/02/2013,13986.52
07/02/2013,13944.05
08/02/2013,13992.97
11/02/2013,13971.24
12/02/2013,14018.7
13/02/2013,13982.91
14/02/2013,13973.39
15/02/2013,13981.76
18/02/2013,13981.76
19/02/2013,14035.67
20/02/2013,13927.54
21/02/2013,13880.62
22/02/2013,14000.57
25/02/2013,13784.17
26/02/2013,13900.13
27/02/2013,14075.37
28/02/2013,14054.49
01/03/2013,14089.66
04/03/2013,14127.82
05/03/2013,14253.77
06/03/2013,14296.24
07/03/2013,14329.49
08/03/2013,14397.07
11/03/2013,14447.29
12/03/2013,14450.06
13/03/2013,14455.28
14/03/2013,14539.14
15/03/2013,14514.11
18/03/2013,14452.06
19/03/2013,14455.82
20/03/2013,14511.73
21/03/2013,14421.49
22/03/2013,14512.03
25/03/2013,14447.75
26/03/2013,14559.65
27/03/2013,14526.16
28/03/2013,14578.54
29/03/2013,14578.54
01/04/2013,14572.85
02/04/2013,14662.01
03/04/2013,14550.35
04/04/2013,14606.11
05/04/2013,14565.25
08/04/2013,14613.48
09/04/2013,14673.46
10/04/2013,14802.24
11/04/2013,14865.14
12/04/2013,14865.06
15/04/2013,14599.2
16/04/2013,14756.78
17/04/2013,14618.59
18/04/2013,14537.14
19/04/2013,14547.51
22/04/2013,14567.17
23/04/2013,14719.46
24/04/2013,14676.3
25/04/2013,14700.8
26/04/2013,14712.55
29/04/2013,14818.75
30/04/2013,14839.8
