10Y,7Y,5Y,3Y,2Y,1Y
4.47,4.3,4.13,3.9,3.74,3.34
4.48,4.31,4.15,3.91,3.75,3.34
4.44,4.26,4.09,3.86,3.7,3.31
4.49,4.3,4.13,3.89,3.72,3.32
4.5,4.32,4.17,3.94,3.77,3.35
4.45,4.28,4.13,3.91,3.75,3.37
4.38,4.2,4.05,3.85,3.71,3.34
4.38,4.2,4.03,3.83,3.66,3.32
4.37,4.17,3.99,3.76,3.6,3.3
4.27,4.09,3.9,3.68,3.54,3.26
4.27,4.08,3.9,3.69,3.55,3.29
4.21,4.02,3.85,3.64,3.5,3.26
4.22,4.03,3.86,3.65,3.52,3.25
4.32,4.13,3.97,3.77,3.65,3.31
4.26,4.08,3.92,3.73,3.62,3.3
4.26,4.08,3.94,3.75,3.64,3.34
4.28,4.1,3.96,3.77,3.67,3.35
4.25,4.06,3.92,3.75,3.64,3.33
4.19,3.99,3.85,3.67,3.59,3.3
4.21,4.03,3.9,3.73,3.66,3.33
4.21,4.02,3.88,3.71,3.64,3.34
4.21,4.03,3.9,3.73,3.68,3.35
4.2,4.01,3.87,3.7,3.63,3.32
4.19,3.98,3.82,3.65,3.58,3.29
4.28,4.09,3.95,3.8,3.73,3.37
4.29,4.11,3.99,3.83,3.76,3.4
4.23,4.04,3.93,3.79,3.69,3.37
4.21,4.01,3.91,3.78,3.68,3.35
4.18,3.99,3.87,3.75,3.66,3.34
4.12,3.95,3.83,3.71,3.61,3.29
4.13,3.9,3.83,3.71,3.61,3.33
4.12,3.88,3.82,3.71,3.61,3.32
4.07,3.83,3.77,3.67,3.56,3.29
4.11,3.86,3.84,3.73,3.64,3.31
4.13,3.89,3.88,3.77,3.69,3.35
4.07,3.83,3.83,3.73,3.65,3.35
4.04,3.8,3.78,3.68,3.61,3.32
4.08,3.85,3.81,3.68,3.61,3.32
4.08,3.92,3.82,3.72,3.64,3.31
4.08,3.92,3.82,3.72,3.64,3.31
NA,NA,NA,NA,NA,NA
4,3.86,3.76,3.65,3.6,3.32
3.91,3.74,3.63,3.55,3.5,3.25
3.89,3.74,3.65,3.56,3.52,3.26
3.98,3.83,3.73,3.63,3.57,3.28
3.96,3.82,3.73,3.64,3.59,3.3
3.92,3.78,3.7,3.62,3.57,3.28
3.95,3.81,3.73,3.65,3.6,3.3
3.98,3.84,3.76,3.68,3.64,3.31
4.05,3.92,3.84,3.75,3.71,3.33
4.09,3.96,3.87,3.77,3.71,3.38
4.13,3.99,3.89,3.78,3.71,3.39
4.12,3.99,3.9,3.79,3.72,3.39
4.09,3.96,3.87,3.76,3.7,3.38
4.09,3.97,3.88,3.76,3.72,3.39
4.11,3.98,3.88,3.78,3.72,3.42
4.06,3.93,3.84,3.75,3.71,3.42
3.95,3.81,3.72,3.65,3.62,3.37
3.96,3.82,3.74,3.66,3.63,3.39
3.92,3.78,3.69,3.63,3.59,3.38
3.9,3.77,3.69,3.62,3.6,3.42
3.97,3.84,3.76,3.68,3.65,3.46
3.99,3.85,3.77,3.69,3.65,3.44
3.94,3.8,3.72,3.67,3.66,3.45
4.06,3.92,3.84,3.77,3.76,3.51
NA,NA,NA,NA,NA,NA
4.11,3.98,3.9,3.82,3.79,3.55
4.08,3.95,3.86,3.8,3.77,3.53
4.05,3.92,3.83,3.75,3.71,3.48
4.11,3.98,3.89,3.82,3.78,3.52
4.11,3.99,3.91,3.85,3.81,3.58
4.15,4.03,3.94,3.88,3.82,3.59
4.17,4.04,3.96,3.89,3.84,3.59
4.19,4.06,3.98,3.91,3.86,3.6
4.18,4.06,3.98,3.92,3.86,3.61
4.22,4.1,4.01,3.94,3.89,3.66
4.2,4.07,3.99,3.93,3.88,3.65
4.17,4.06,3.99,3.93,3.9,3.66
4.28,4.16,4.09,4.01,3.96,3.72
4.23,4.11,4.04,3.97,3.92,3.72
4.25,4.14,4.06,3.99,3.95,3.77
4.24,4.14,4.06,4,3.95,3.76
4.27,4.16,4.09,4.04,3.99,3.77
4.2,4.1,4.04,4,3.96,3.75
4.28,4.19,4.12,4.06,4.02,3.8
4.32,4.22,4.16,4.09,4.04,3.83
4.34,4.24,4.17,4.1,4.06,3.84
4.3,4.2,4.13,4.07,4.02,3.82
4.32,4.22,4.15,4.09,4.04,3.83
4.4,4.3,4.24,4.16,4.11,3.87
4.42,4.34,4.28,4.22,4.16,3.93
4.41,4.31,4.25,4.19,4.13,3.9
4.4,4.3,4.24,4.18,4.13,3.9
4.32,4.24,4.18,4.14,4.1,3.89
4.24,4.16,4.11,4.08,4.05,3.88
4.27,4.2,4.15,4.11,4.08,3.91
4.23,4.15,4.1,4.06,4.03,3.88
4.28,4.2,4.15,4.1,4.07,3.89
4.21,4.13,4.08,4.04,4.01,3.86
4.21,4.13,4.08,4.05,4.03,3.89
4.22,4.14,4.08,4.06,4.03,3.89
4.2,4.12,4.07,4.03,4.01,3.88
4.19,4.11,4.06,4.03,3.99,3.87
4.18,4.11,4.06,4.03,4,3.87
4.2,4.13,4.09,4.07,4.06,3.9
4.2,4.13,4.08,4.07,4.06,3.91
4.16,4.08,4.03,4.01,3.97,3.85
4.02,3.93,3.87,3.83,3.84,3.77
4.02,3.91,3.85,3.8,3.72,3.66
4.03,3.92,3.85,3.79,3.75,3.67
NA,NA,NA,NA,NA,NA
4.09,3.97,3.89,3.83,3.8,3.73
4.15,4.01,3.93,3.89,3.87,3.77
4.15,4.03,3.94,3.89,3.87,3.77
4.14,4.01,3.94,3.9,3.88,3.78
4.18,4.06,3.98,3.93,3.92,3.83
4.14,4.01,3.93,3.88,3.88,3.81
4.17,4.04,3.96,3.91,3.9,3.81
4.22,4.08,3.99,3.93,3.9,3.81
4.26,4.13,4.05,4,3.97,3.86
4.25,4.11,4.02,3.95,3.93,3.87
4.26,4.14,4.06,4.01,4,3.92
4.19,4.08,4.01,3.96,3.96,3.88
4.19,4.07,3.99,3.95,3.95,3.86
4.25,4.14,4.07,4.03,4.02,3.89
4.3,4.18,4.11,4.08,4.07,3.95
4.3,4.2,4.13,4.09,4.08,3.95
4.26,4.17,4.11,4.09,4.09,3.95
4.29,4.2,4.14,4.13,4.13,3.97
4.34,4.23,4.18,4.18,4.18,4.01
4.39,4.31,4.25,4.23,4.21,4.09
4.38,4.3,4.24,4.22,4.22,4.09
4.36,4.28,4.23,4.2,4.21,4.07
4.37,4.28,4.23,4.21,4.2,4.07
4.35,4.28,4.23,4.19,4.18,4.06
NA,NA,NA,NA,NA,NA
4.39,4.32,4.27,4.23,4.22,4.14
4.45,4.37,4.32,4.27,4.24,4.14
4.48,4.38,4.32,4.27,4.24,4.14
4.48,4.4,4.34,4.3,4.27,4.15
4.5,4.41,4.36,4.31,4.29,4.21
4.49,4.4,4.34,4.3,4.27,4.19
4.47,4.38,4.32,4.28,4.25,4.18
4.46,4.38,4.33,4.29,4.27,4.2
4.39,4.31,4.26,4.23,4.22,4.18
4.45,4.37,4.32,4.28,4.25,4.22
4.54,4.46,4.41,4.36,4.34,4.26
4.6,4.52,4.46,4.42,4.38,4.27
4.57,4.49,4.43,4.39,4.36,4.26
4.58,4.51,4.46,4.42,4.4,4.28
4.57,4.49,4.45,4.41,4.4,4.31
4.58,4.51,4.47,4.44,4.42,4.31
4.61,4.54,4.5,4.46,4.43,4.31
4.65,4.59,4.55,4.5,4.47,4.33
4.66,4.6,4.56,4.5,4.47,4.34
4.65,4.59,4.55,4.5,4.47,4.36
4.57,4.52,4.49,4.47,4.43,4.34
4.64,4.58,4.55,4.53,4.49,4.37
4.55,4.51,4.49,4.48,4.44,4.34
NA,NA,NA,NA,NA,NA
4.61,4.57,4.54,4.52,4.5,4.4
4.56,4.52,4.51,4.5,4.47,4.38
4.49,4.45,4.43,4.43,4.42,4.34
4.46,4.42,4.39,4.39,4.37,4.32
4.5,4.45,4.43,4.41,4.4,4.34
4.46,4.42,4.39,4.39,4.39,4.33
4.43,4.37,4.34,4.33,4.32,4.26
4.47,4.41,4.38,4.36,4.36,4.31
NA,NA,NA,NA,NA,NA
4.43,4.37,4.34,4.33,4.33,4.29
4.41,4.35,4.32,4.32,4.33,4.32
4.48,4.42,4.4,4.4,4.4,4.35
4.49,4.45,4.42,4.41,4.42,4.34
4.52,4.47,4.45,4.44,4.45,4.36
4.52,4.48,4.45,4.43,4.43,4.35
4.57,4.53,4.5,4.48,4.47,4.39
4.49,4.44,4.42,4.41,4.42,4.36
4.52,4.46,4.43,4.42,4.42,4.35
4.47,4.39,4.36,4.36,4.37,4.3
4.54,4.47,4.44,4.43,4.43,4.33
4.56,4.49,4.46,4.45,4.45,4.38
4.54,4.47,4.44,4.43,4.43,4.37
4.45,4.38,4.36,4.36,4.37,4.32
4.47,4.41,4.38,4.37,4.37,4.33
4.45,4.39,4.36,4.35,4.37,4.32
4.45,4.39,4.37,4.37,4.38,4.38
4.47,4.41,4.4,4.41,4.42,4.39
4.49,4.44,4.42,4.43,4.43,4.38
4.44,4.39,4.38,4.38,4.4,4.35
4.38,4.33,4.32,4.34,4.37,4.33
NA,NA,NA,NA,NA,NA
4.34,4.31,4.3,4.31,4.35,4.35
4.38,4.34,4.32,4.34,4.37,4.34
4.37,4.34,4.33,4.35,4.38,4.35
4.39,4.36,4.35,4.37,4.41,4.38
NA,NA,NA,NA,NA,NA
4.37,4.32,4.3,4.3,4.34,4.38
4.36,4.31,4.28,4.28,4.31,4.35
4.36,4.31,4.29,4.29,4.32,4.36
4.38,4.33,4.32,4.32,4.36,4.38
4.38,4.34,4.32,4.32,4.36,4.39
4.43,4.38,4.36,4.36,4.41,4.42
4.46,4.41,4.39,4.39,4.44,4.44
4.42,4.37,4.35,4.35,4.39,4.42
4.36,4.3,4.28,4.29,4.34,4.4
NA,NA,NA,NA,NA,NA
4.34,4.29,4.27,4.28,4.33,4.42
4.34,4.3,4.28,4.29,4.33,4.42
4.38,4.33,4.31,4.32,4.37,4.43
4.37,4.32,4.31,4.32,4.37,4.44
4.36,4.31,4.3,4.31,4.35,4.45
4.4,4.34,4.32,4.33,4.37,4.46
4.49,4.43,4.41,4.41,4.46,4.51
4.53,4.46,4.44,4.45,4.49,4.52
4.52,4.47,4.45,4.46,4.51,4.54
4.54,4.49,4.46,4.47,4.52,4.59
4.53,4.49,4.47,4.49,4.54,4.58
4.57,4.52,4.51,4.54,4.59,4.6
4.57,4.53,4.51,4.54,4.59,4.61
4.54,4.51,4.5,4.54,4.59,4.62
4.55,4.52,4.51,4.57,4.62,4.66
4.57,4.54,4.52,4.57,4.61,4.65
4.56,4.55,4.55,4.61,4.64,4.66
4.54,4.55,4.55,4.62,4.66,4.66
4.59,4.59,4.59,4.67,4.69,4.7
4.58,4.58,4.58,4.66,4.68,4.7
4.62,4.61,4.61,4.68,4.69,4.71
4.61,4.6,4.6,4.68,4.71,4.7
4.59,4.59,4.59,4.67,4.69,4.69
4.54,4.54,4.55,4.64,4.66,4.68
NA,NA,NA,NA,NA,NA
4.57,4.58,4.59,4.68,4.71,4.73
4.53,4.55,4.57,4.66,4.68,4.69
4.56,4.58,4.63,4.7,4.72,4.73
4.58,4.6,4.64,4.7,4.74,4.73
4.59,4.61,4.66,4.71,4.74,4.76
4.55,4.57,4.61,4.67,4.69,4.73
4.59,4.6,4.63,4.68,4.71,4.74
4.64,4.66,4.68,4.72,4.72,4.74
4.68,4.69,4.71,4.75,4.76,4.75
4.74,4.74,4.76,4.77,4.77,4.77
4.74,4.75,4.76,4.79,4.77,4.77
4.73,4.74,4.75,4.77,4.72,4.76
4.74,4.74,4.75,4.77,4.72,4.76
4.76,4.76,4.77,4.8,4.74,4.77
4.77,4.78,4.78,4.81,4.74,4.8
4.71,4.69,4.68,4.72,4.66,4.75
4.73,4.7,4.69,4.72,4.69,4.77
4.65,4.61,4.6,4.62,4.62,4.72
4.68,4.63,4.62,4.64,4.65,4.74
4.66,4.62,4.61,4.62,4.65,4.74
4.71,4.69,4.68,4.71,4.72,4.79
4.7,4.7,4.69,4.72,4.74,4.78
4.73,4.73,4.73,4.74,4.77,4.8
4.67,4.66,4.66,4.67,4.72,4.76
4.7,4.69,4.69,4.69,4.72,4.77
4.79,4.79,4.79,4.79,4.81,4.82
4.81,4.79,4.79,4.81,4.82,4.83
4.86,4.83,4.83,4.84,4.84,4.84
4.86,4.83,4.82,4.83,4.82,4.82
4.88,4.86,4.85,4.85,4.86,4.86
4.87,4.84,4.82,4.83,4.84,4.85
4.84,4.8,4.79,4.79,4.81,4.82
4.9,4.86,4.84,4.83,4.84,4.85
4.97,4.92,4.89,4.89,4.89,4.86
4.97,4.92,4.89,4.89,4.89,4.89
4.93,4.88,4.86,4.86,4.88,4.88
4.98,4.93,4.91,4.9,4.91,4.91
5.05,5,4.97,4.96,4.96,4.95
NA,NA,NA,NA,NA,NA
5.01,4.96,4.93,4.91,4.91,4.93
4.99,4.92,4.87,4.86,4.84,4.88
5.04,4.96,4.91,4.87,4.86,4.89
5.04,4.97,4.92,4.89,4.89,4.9
5.01,4.95,4.92,4.89,4.9,4.9
4.99,4.94,4.9,4.88,4.89,4.92
5.07,5.02,4.98,4.94,4.95,4.95
5.12,5.06,5.02,4.99,4.99,4.98
5.09,5,4.95,4.92,4.91,4.93
5.07,4.98,4.92,4.87,4.87,4.9
5.14,5.04,4.99,4.95,4.94,4.97
5.12,5.03,4.98,4.94,4.92,4.96
5.15,5.06,5.01,4.96,4.94,4.98
5.16,5.08,5.03,4.99,4.97,5
5.12,5.03,4.99,4.96,4.94,4.98
5.12,5.05,5.01,4.99,4.97,5.01
5.13,5.05,5.01,4.98,4.97,5.01
5.13,5.06,5.03,5,5.01,5.02
5.14,5.07,5.04,5.01,4.99,4.99
5.19,5.12,5.08,5.03,5.01,5
5.15,5.08,5.04,5.01,4.99,5.01
5.1,5.03,4.99,4.97,4.96,4.98
5.16,5.08,5.03,5,4.97,4.99
5.08,5,4.96,4.94,4.94,4.96
5.05,4.98,4.96,4.95,4.96,4.98
5.04,4.96,4.94,4.94,4.94,4.99
5.07,5,4.98,4.97,4.97,5
5.03,4.96,4.93,4.92,4.94,4.97
5.07,4.99,4.97,4.97,4.98,5
5.06,4.97,4.95,4.94,4.96,5
NA,NA,NA,NA,NA,NA
5.09,5.01,4.99,4.99,4.99,5.02
5.12,5.06,5.04,5.03,5.04,5.07
5.11,5.05,5.03,5.02,5.04,5.05
5,4.92,4.9,4.91,4.92,4.98
5.02,4.97,4.95,4.95,4.99,5.02
5.01,4.96,4.95,4.96,4.99,5.03
5.02,4.98,4.97,4.99,5.02,5.05
5,4.96,4.95,4.97,5.01,5.04
4.98,4.95,4.95,4.96,5.01,5.05
4.99,4.96,4.95,4.97,5.02,5.09
4.97,4.94,4.93,4.96,5.02,5.09
5.05,5.04,5.03,5.06,5.11,5.15
5.1,5.08,5.08,5.1,5.14,5.15
5.13,5.1,5.1,5.13,5.16,5.18
5.14,5.13,5.12,5.15,5.19,5.23
5.15,5.14,5.13,5.16,5.19,5.23
5.16,5.14,5.14,5.16,5.2,5.22
5.2,5.18,5.18,5.21,5.23,5.24
5.23,5.21,5.21,5.23,5.27,5.27
5.25,5.23,5.22,5.25,5.27,5.3
5.21,5.2,5.19,5.22,5.24,5.28
5.25,5.23,5.23,5.26,5.29,5.3
5.22,5.18,5.17,5.19,5.21,5.25
5.15,5.11,5.1,5.13,5.16,5.21
5.15,5.12,5.11,5.14,5.17,5.26
NA,NA,NA,NA,NA,NA
5.23,5.19,5.19,5.21,5.24,5.29
5.19,5.16,5.15,5.17,5.22,5.28
5.14,5.1,5.1,5.13,5.17,5.25
5.13,5.1,5.1,5.13,5.17,5.27
5.1,5.08,5.07,5.11,5.17,5.26
5.1,5.09,5.08,5.12,5.17,5.26
5.08,5.05,5.04,5.07,5.12,5.22
5.07,5.03,5.02,5.05,5.08,5.2
5.07,5.04,5.04,5.07,5.12,5.24
5.13,5.1,5.1,5.13,5.19,5.28
5.06,5.02,5.02,5.06,5.12,5.22
5.03,4.99,4.98,5.01,5.06,5.18
5.05,5,4.99,5.02,5.08,5.19
5.05,5,4.99,5.03,5.1,5.21
5.07,5.03,5.02,5.05,5.11,5.21
5.04,5,4.99,5.02,5.06,5.16
5.07,5,4.98,5.01,5.07,5.16
5,4.94,4.92,4.94,4.98,5.1
4.99,4.93,4.91,4.93,4.97,5.11
4.99,4.92,4.9,4.91,4.97,5.11
4.96,4.9,4.88,4.9,4.97,5.11
4.96,4.91,4.9,4.92,4.98,5.12
4.91,4.85,4.84,4.86,4.91,5.07
4.93,4.87,4.86,4.89,4.96,5.12
4.93,4.86,4.85,4.86,4.91,5.08
4.92,4.87,4.86,4.88,4.91,5.07
4.93,4.87,4.86,4.89,4.93,5.08
4.97,4.92,4.91,4.93,4.96,5.12
5,4.96,4.95,4.98,5.01,5.17
4.93,4.89,4.88,4.91,4.94,5.11
4.87,4.82,4.81,4.83,4.87,5.06
4.87,4.82,4.82,4.84,4.89,5.08
4.84,4.78,4.78,4.82,4.87,5.08
4.82,4.77,4.77,4.79,4.85,5.07
4.82,4.77,4.77,4.79,4.87,5.07
4.82,4.78,4.77,4.81,4.87,5.07
4.81,4.78,4.78,4.8,4.88,5.07
4.79,4.76,4.76,4.79,4.86,5.06
4.8,4.77,4.77,4.8,4.88,5.08
4.79,4.77,4.77,4.79,4.87,5.06
4.76,4.72,4.72,4.76,4.83,5.03
4.74,4.7,4.7,4.71,4.79,5.01
4.73,4.69,4.68,4.7,4.77,4.99
NA,NA,NA,NA,NA,NA
4.78,4.74,4.73,4.73,4.8,5.02
4.8,4.76,4.75,4.76,4.82,5.02
4.8,4.75,4.74,4.76,4.82,5.02
4.78,4.72,4.71,4.73,4.8,5
4.8,4.75,4.74,4.77,4.83,5.03
4.78,4.73,4.71,4.74,4.82,5.02
4.77,4.72,4.7,4.72,4.8,4.99
4.79,4.75,4.74,4.77,4.83,5.02
4.8,4.77,4.76,4.79,4.87,5.03
4.81,4.78,4.77,4.8,4.88,5.04
4.74,4.69,4.69,4.72,4.79,4.99
4.73,4.7,4.7,4.73,4.81,5
4.65,4.61,4.6,4.61,4.71,4.93
4.6,4.56,4.55,4.58,4.67,4.9
4.56,4.51,4.51,4.54,4.63,4.88
4.59,4.55,4.55,4.59,4.68,4.91
4.6,4.56,4.56,4.59,4.66,4.89
4.63,4.58,4.57,4.6,4.68,4.9
4.64,4.6,4.59,4.62,4.71,4.91
4.62,4.57,4.56,4.59,4.66,4.9
4.62,4.57,4.56,4.59,4.67,4.9
4.57,4.52,4.5,4.53,4.6,4.87
4.61,4.56,4.55,4.58,4.65,4.9
4.7,4.65,4.64,4.67,4.74,4.94
NA,NA,NA,NA,NA,NA
4.75,4.71,4.71,4.75,4.82,5
4.78,4.75,4.75,4.78,4.85,5.02
4.79,4.74,4.74,4.78,4.85,5.03
4.81,4.77,4.77,4.79,4.87,5.05
4.79,4.76,4.76,4.78,4.85,5.05
4.78,4.74,4.73,4.77,4.83,5.04
4.77,4.73,4.74,4.77,4.85,5.04
4.79,4.75,4.75,4.79,4.85,5.05
4.79,4.76,4.76,4.8,4.87,5.05
4.83,4.8,4.8,4.84,4.9,5.09
4.83,4.81,4.81,4.84,4.91,5.1
4.78,4.75,4.75,4.79,4.88,5.08
4.73,4.7,4.69,4.74,4.81,5.06
4.68,4.64,4.64,4.68,4.76,5.02
4.68,4.64,4.64,4.68,4.78,5.03
4.61,4.57,4.57,4.62,4.71,4.99
4.57,4.52,4.52,4.56,4.66,4.95
4.6,4.56,4.55,4.6,4.67,4.97
4.72,4.7,4.7,4.74,4.82,5.06
4.71,4.69,4.69,4.74,4.82,5.06
4.66,4.63,4.63,4.69,4.77,5.03
4.64,4.61,4.61,4.65,4.75,5.02
4.62,4.6,4.6,4.66,4.75,5.02
4.59,4.57,4.57,4.63,4.73,5.01
4.61,4.6,4.6,4.66,4.76,5.03
4.57,4.57,4.57,4.63,4.74,5.01
4.61,4.62,4.62,4.69,4.8,5.04
4.66,4.66,4.67,4.75,4.85,5.06
4.61,4.6,4.6,4.67,4.76,5.02
4.6,4.59,4.6,4.66,4.76,5.02
4.58,4.58,4.58,4.65,4.75,5.02
4.57,4.57,4.57,4.63,4.74,5.01
NA,NA,NA,NA,NA,NA
4.55,4.55,4.55,4.62,4.73,5
4.54,4.54,4.54,4.6,4.71,5
4.51,4.5,4.5,4.57,4.67,4.98
4.52,4.51,4.51,4.58,4.69,4.98
4.46,4.45,4.45,4.52,4.62,4.94
4.43,4.39,4.39,4.43,4.52,4.87
4.43,4.39,4.39,4.43,4.52,4.87
4.45,4.4,4.39,4.43,4.52,4.86
4.48,4.44,4.44,4.48,4.59,4.9
4.49,4.45,4.45,4.48,4.58,4.9
4.56,4.54,4.53,4.57,4.68,4.95
4.52,4.5,4.5,4.55,4.67,4.94
4.49,4.45,4.45,4.49,4.61,4.91
4.58,4.55,4.54,4.6,4.7,4.95
4.6,4.58,4.58,4.63,4.73,4.97
4.6,4.57,4.57,4.62,4.73,4.96
4.6,4.57,4.57,4.62,4.71,4.97
4.6,4.57,4.57,4.62,4.71,4.96
4.6,4.57,4.57,4.62,4.71,4.96
4.55,4.52,4.52,4.57,4.66,4.93
4.63,4.6,4.59,4.64,4.71,4.96
NA,NA,NA,NA,NA,NA
4.61,4.59,4.58,4.63,4.71,4.97
4.66,4.64,4.64,4.69,4.77,4.99
4.7,4.69,4.69,4.72,4.82,5.01
4.71,4.7,4.7,4.74,4.82,5
NA,NA,NA,NA,NA,NA
4.68,4.68,4.68,4.71,4.8,5
4.67,4.66,4.66,4.69,4.76,4.98
4.62,4.61,4.61,4.63,4.71,4.95
4.65,4.65,4.65,4.68,4.76,4.98
4.66,4.66,4.66,4.7,4.78,5.01
4.66,4.65,4.65,4.7,4.79,5.02
4.69,4.68,4.68,4.72,4.81,5.02
4.74,4.73,4.73,4.78,4.86,5.05
4.77,4.76,4.76,4.81,4.88,5.06
NA,NA,NA,NA,NA,NA
4.75,4.74,4.74,4.79,4.86,5.06
4.79,4.78,4.78,4.83,4.91,5.08
4.75,4.75,4.75,4.8,4.89,5.07
4.78,4.78,4.78,4.83,4.93,5.09
4.76,4.76,4.77,4.82,4.91,5.09
4.81,4.81,4.81,4.85,4.94,5.1
4.81,4.81,4.81,4.85,4.93,5.09
4.87,4.85,4.85,4.9,4.98,5.11
4.88,4.87,4.87,4.91,4.99,5.12
4.9,4.89,4.89,4.93,4.99,5.12
4.88,4.86,4.86,4.9,4.98,5.11
4.83,4.82,4.82,4.85,4.94,5.09
4.84,4.84,4.84,4.88,4.96,5.09
4.83,4.82,4.82,4.87,4.94,5.08
4.81,4.8,4.8,4.84,4.92,5.08
4.77,4.76,4.76,4.8,4.9,5.07
4.74,4.73,4.74,4.77,4.87,5.06
4.73,4.73,4.73,4.77,4.87,5.06
4.79,4.78,4.78,4.82,4.92,5.08
4.8,4.8,4.8,4.84,4.94,5.1
4.82,4.81,4.81,4.85,4.95,5.1
4.74,4.72,4.72,4.77,4.87,5.06
4.7,4.69,4.68,4.73,4.83,5.04
4.69,4.68,4.68,4.73,4.83,5.05
NA,NA,NA,NA,NA,NA
4.68,4.67,4.67,4.71,4.81,5.04
4.69,4.68,4.68,4.74,4.82,5.05
4.73,4.72,4.72,4.77,4.87,5.07
4.68,4.67,4.67,4.71,4.82,5.05
4.63,4.62,4.62,4.67,4.77,5.05
4.5,4.46,4.46,4.5,4.59,4.93
4.56,4.53,4.52,4.55,4.65,4.96
4.56,4.51,4.5,4.54,4.63,4.95
4.52,4.47,4.46,4.48,4.56,4.9
4.51,4.46,4.45,4.47,4.53,4.89
4.53,4.49,4.48,4.52,4.58,4.92
4.5,4.46,4.45,4.48,4.54,4.9
4.51,4.46,4.45,4.49,4.56,4.91
4.59,4.55,4.55,4.58,4.66,4.98
4.56,4.51,4.5,4.55,4.62,4.96
4.5,4.43,4.41,4.45,4.52,4.9
4.53,4.46,4.44,4.47,4.54,4.91
4.54,4.47,4.46,4.5,4.57,4.93
4.55,4.49,4.47,4.51,4.58,4.95
4.58,4.51,4.5,4.54,4.61,4.96
4.56,4.49,4.47,4.51,4.6,4.94
4.53,4.45,4.43,4.44,4.51,4.89
4.6,4.52,4.49,4.51,4.58,4.91
4.62,4.54,4.52,4.54,4.6,4.93
4.6,4.51,4.48,4.5,4.56,4.91
4.62,4.53,4.5,4.51,4.58,4.91
4.62,4.53,4.5,4.49,4.53,4.9
4.64,4.55,4.53,4.52,4.58,4.9
4.65,4.58,4.54,4.54,4.58,4.9
4.65,4.57,4.54,4.53,4.6,4.92
4.67,4.59,4.56,4.57,4.63,4.93
4.66,4.58,4.55,4.55,4.61,4.92
4.68,4.6,4.57,4.57,4.63,4.93
4.76,4.69,4.67,4.68,4.75,4.98
4.75,4.68,4.66,4.67,4.73,4.98
4.73,4.65,4.63,4.64,4.71,4.97
4.74,4.67,4.66,4.66,4.73,4.97
4.74,4.67,4.66,4.66,4.73,4.97
4.76,4.7,4.68,4.71,4.76,4.98
4.74,4.69,4.67,4.68,4.74,4.97
4.69,4.62,4.61,4.61,4.68,4.93
4.66,4.58,4.56,4.57,4.64,4.91
4.68,4.6,4.57,4.58,4.64,4.91
4.68,4.6,4.57,4.58,4.64,4.91
4.66,4.57,4.55,4.55,4.62,4.9
4.63,4.54,4.51,4.52,4.58,4.88
4.66,4.57,4.55,4.55,4.63,4.9
4.69,4.61,4.59,4.6,4.67,4.92
4.71,4.62,4.59,4.61,4.67,4.91
4.63,4.55,4.51,4.54,4.6,4.89
4.64,4.57,4.54,4.56,4.63,4.89
4.65,4.58,4.55,4.57,4.65,4.9
4.68,4.61,4.59,4.62,4.71,4.93
4.65,4.58,4.55,4.59,4.68,4.91
4.64,4.57,4.55,4.58,4.68,4.92
4.63,4.56,4.54,4.58,4.68,4.91
4.67,4.6,4.58,4.64,4.73,4.9
4.65,4.58,4.56,4.6,4.7,4.86
4.67,4.6,4.58,4.62,4.71,4.85
4.69,4.63,4.61,4.65,4.73,4.87
4.71,4.65,4.63,4.66,4.75,4.85
4.71,4.64,4.62,4.66,4.73,4.82
4.76,4.69,4.68,4.71,4.78,4.86
4.81,4.75,4.74,4.75,4.82,4.92
4.79,4.73,4.71,4.74,4.81,4.95
4.83,4.78,4.76,4.77,4.83,4.96
4.86,4.8,4.79,4.79,4.85,4.96
4.86,4.8,4.79,4.8,4.85,4.94
4.86,4.82,4.8,4.81,4.85,4.93
NA,NA,NA,NA,NA,NA
4.88,4.83,4.82,4.83,4.88,4.96
4.88,4.84,4.83,4.85,4.89,4.96
4.9,4.87,4.86,4.88,4.92,4.95
4.95,4.92,4.92,4.94,4.97,4.98
4.93,4.91,4.91,4.92,4.97,4.99
4.98,4.96,4.96,4.97,4.99,4.99
4.97,4.94,4.94,4.94,4.97,4.96
5.11,5.07,5.05,5.03,5.03,4.99
5.12,5.08,5.06,5.03,5.01,4.96
5.14,5.1,5.07,5.03,5.01,4.98
5.26,5.21,5.18,5.13,5.08,5.01
5.2,5.16,5.13,5.1,5.08,4.98
5.23,5.19,5.16,5.13,5.1,4.98
5.16,5.12,5.1,5.07,5.05,4.93
5.15,5.1,5.07,5.05,5.01,4.95
5.09,5.03,5,4.98,4.94,4.92
5.14,5.09,5.05,5.01,4.97,4.97
5.16,5.1,5.06,5.01,4.98,4.96
5.14,5.07,5.02,4.97,4.92,4.94
5.09,5.01,4.97,4.92,4.87,4.96
5.1,5.03,4.99,4.95,4.9,4.97
5.09,5.02,4.97,4.93,4.91,4.93
5.12,5.06,5.02,4.98,4.96,4.95
5.03,4.96,4.92,4.89,4.87,4.91
5,4.93,4.9,4.86,4.86,4.97
5.05,4.99,4.95,4.9,4.89,4.98
NA,NA,NA,NA,NA,NA
5.16,5.1,5.05,5,4.99,5.02
5.19,5.14,5.1,5.02,4.99,5
