10Y,7Y,5Y,3Y,2Y,1Y
5.16,5.11,5.07,5,4.97,5.03
5.03,4.97,4.93,4.87,4.85,4.97
5.09,5.02,4.98,4.9,4.89,4.99
5.13,5.08,5.03,4.97,4.94,5.02
5.11,5.05,5.01,4.95,4.94,5.01
5.05,4.99,4.95,4.89,4.89,5.01
5.08,5.02,4.98,4.92,4.91,5.02
5.02,4.95,4.91,4.86,4.84,4.98
5.04,4.98,4.94,4.88,4.87,5
4.96,4.9,4.85,4.78,4.79,4.96
4.97,4.9,4.86,4.81,4.8,5
4.94,4.87,4.82,4.76,4.77,4.97
4.92,4.85,4.8,4.74,4.74,4.95
4.79,4.68,4.61,4.54,4.56,4.83
4.8,4.68,4.6,4.53,4.56,4.82
4.82,4.71,4.64,4.57,4.59,4.87
4.78,4.67,4.6,4.55,4.56,4.85
4.76,4.66,4.6,4.53,4.56,4.82
4.77,4.68,4.62,4.57,4.59,4.83
4.71,4.59,4.52,4.45,4.46,4.76
4.72,4.6,4.52,4.45,4.46,4.76
4.77,4.66,4.6,4.55,4.56,4.84
4.84,4.75,4.69,4.64,4.64,4.89
4.79,4.66,4.58,4.51,4.49,4.74
4.81,4.68,4.59,4.51,4.47,4.69
4.78,4.65,4.57,4.49,4.46,4.75
4.73,4.6,4.51,4.42,4.39,4.67
4.69,4.52,4.41,4.31,4.27,4.41
4.6,4.39,4.26,4.15,4.08,4.18
4.68,4.47,4.35,4.25,4.18,4.19
4.64,4.44,4.32,4.19,4.11,4.15
4.6,4.41,4.27,4.12,4.05,4.07
4.63,4.46,4.34,4.19,4.15,4.1
4.62,4.47,4.36,4.24,4.2,4.19
4.63,4.5,4.42,4.31,4.3,4.31
4.6,4.47,4.39,4.28,4.28,4.55
4.53,4.36,4.25,4.14,4.13,4.36
4.57,4.41,4.31,4.19,4.14,4.24
4.51,4.33,4.21,4.14,4.08,4.17
4.54,4.36,4.25,4.16,4.15,4.19
NA,NA,NA,NA,NA,NA
4.56,4.38,4.26,4.16,4.13,4.39
4.48,4.29,4.16,4.05,4.03,4.28
4.51,4.32,4.2,4.09,4.08,4.3
4.38,4.17,4.03,3.92,3.9,4.1
4.34,4.13,4,3.89,3.87,4.09
4.37,4.19,4.07,3.97,3.95,4.16
4.41,4.23,4.11,3.99,3.95,4.12
4.49,4.33,4.22,4.11,4.08,4.2
4.47,4.3,4.18,4.07,4.05,4.16
4.48,4.32,4.21,4.11,4.08,4.23
4.5,4.32,4.19,4.04,4,4.08
4.53,4.33,4.2,4.06,4,4.06
4.69,4.49,4.35,4.19,4.1,4.1
4.64,4.44,4.31,4.15,4.06,4.09
4.63,4.44,4.31,4.14,4.05,4.09
4.63,4.41,4.26,4.09,4,4.04
4.63,4.43,4.27,4.07,3.97,4.03
4.58,4.37,4.22,4.02,3.95,4.03
4.59,4.38,4.23,4.03,3.97,4.05
4.56,4.37,4.24,4.05,4.02,4.11
4.54,4.34,4.2,4.01,3.98,4.1
4.55,4.37,4.24,4.07,4.02,4.11
4.54,4.35,4.22,4.06,4,4.1
4.65,4.46,4.33,4.16,4.08,4.16
NA,NA,NA,NA,NA,NA
4.67,4.49,4.38,4.21,4.15,4.23
4.65,4.49,4.37,4.21,4.15,4.23
4.66,4.48,4.36,4.18,4.13,4.22
4.7,4.53,4.42,4.27,4.23,4.28
4.69,4.52,4.4,4.25,4.22,4.33
4.66,4.47,4.34,4.17,4.12,4.26
4.57,4.36,4.22,4.04,4,4.11
4.52,4.31,4.17,3.98,3.93,4.03
4.41,4.19,4.03,3.85,3.8,3.98
4.42,4.21,4.08,3.88,3.85,4.05
4.41,4.2,4.06,3.86,3.81,4.01
4.36,4.14,3.99,3.79,3.74,3.91
4.37,4.15,4.01,3.78,3.74,3.93
4.41,4.19,4.04,3.79,3.77,3.96
4.39,4.19,4.04,3.84,3.79,4
4.4,4.2,4.06,3.85,3.82,3.98
4.48,4.29,4.16,3.94,3.94,4.04
4.36,4.16,4.02,3.8,3.77,3.89
4.31,4.09,3.93,3.68,3.66,3.74
4.35,4.12,3.96,3.71,3.69,3.86
4.38,4.15,3.99,3.73,3.7,3.83
4.34,4.09,3.92,3.6,3.61,3.71
4.28,4,3.81,3.46,3.47,3.61
4.23,3.96,3.77,3.44,3.42,3.57
NA,NA,NA,NA,NA,NA
4.26,4.01,3.84,3.52,3.54,3.68
4.28,4.03,3.86,3.53,3.57,3.65
4.17,3.9,3.71,3.35,3.35,3.49
4.15,3.88,3.68,3.3,3.33,3.49
4.07,3.78,3.57,3.16,3.18,3.43
4.06,3.74,3.52,3.15,3.14,3.32
4,3.65,3.4,3.03,2.99,3.18
NA,NA,NA,NA,NA,NA
4.01,3.67,3.42,3.1,3.07,3.28
3.83,3.48,3.23,2.93,2.92,3.2
3.95,3.61,3.38,3.04,3.05,3.26
4.03,3.72,3.5,3.21,3.17,3.31
3.94,3.64,3.42,3.11,3.06,3.22
3.97,3.64,3.41,3.09,3.04,3.26
3.89,3.53,3.28,2.93,2.9,3.15
3.89,3.54,3.28,2.92,2.9,3.11
3.92,3.55,3.28,2.91,2.9,3.13
4.02,3.66,3.39,3.03,3.03,3.2
4.12,3.77,3.51,3.15,3.12,3.24
4.15,3.8,3.54,3.19,3.17,3.26
3.98,3.59,3.32,2.99,2.94,3.09
4.05,3.68,3.41,3.12,3.07,3.16
4.18,3.8,3.54,3.22,3.21,3.22
4.24,3.88,3.63,3.32,3.31,3.28
4.2,3.83,3.57,3.25,3.24,3.34
4.14,3.78,3.53,3.2,3.19,3.31
4.06,3.71,3.46,3.13,3.12,3.26
4.04,3.7,3.45,3.09,3.09,3.2
4.18,3.84,3.58,3.2,3.19,3.31
4.23,3.89,3.65,3.25,3.24,3.46
NA,NA,NA,NA,NA,NA
4.3,3.96,3.72,3.32,3.31,3.49
4.21,3.88,3.64,3.23,3.24,3.37
4.11,3.77,3.52,3.13,3.12,3.34
4.04,3.7,3.45,3.07,3.05,3.34
NA,NA,NA,NA,NA,NA
3.91,3.54,3.28,2.89,2.88,3.17
3.91,3.54,3.26,2.85,2.83,3.13
3.88,3.47,3.18,2.75,2.74,3.06
3.86,3.46,3.16,2.76,2.76,3.11
3.86,3.47,3.16,2.76,2.76,3.09
3.82,3.4,3.1,2.69,2.69,3.04
3.91,3.49,3.16,2.74,2.71,3.04
3.82,3.38,3.06,2.61,2.59,2.91
3.81,3.39,3.08,2.61,2.58,2.9
3.72,3.3,3,2.55,2.53,2.87
3.74,3.32,3,2.55,2.51,2.86
3.66,3.22,2.9,2.46,2.44,2.81
3.66,3.2,2.86,2.39,2.36,2.69
NA,NA,NA,NA,NA,NA
3.52,3.01,2.64,2.12,2.08,2.29
3.51,3.01,2.64,2.12,2.09,2.19
3.68,3.21,2.85,2.3,2.25,2.4
3.61,3.15,2.81,2.28,2.23,2.34
3.61,3.15,2.8,2.27,2.2,2.3
3.69,3.23,2.87,2.33,2.29,2.33
3.78,3.32,2.96,2.44,2.3,2.3
3.67,3.19,2.82,2.27,2.17,2.11
3.62,3.13,2.75,2.22,2.09,2.13
3.68,3.18,2.78,2.23,2.08,2.17
3.61,3.08,2.66,2.08,1.93,2.06
3.61,3.08,2.67,2.11,1.96,2.05
3.74,3.21,2.79,2.21,1.99,2.08
3.64,3.11,2.69,2.1,1.93,2.05
3.62,3.09,2.67,2.1,1.93,2.06
3.66,3.13,2.71,2.13,1.94,2.06
3.7,3.14,2.71,2.11,1.91,2.03
3.85,3.28,2.81,2.18,1.93,2.05
3.76,3.21,2.76,2.15,1.91,2.02
NA,NA,NA,NA,NA,NA
3.89,3.37,2.93,2.31,2.06,2.11
3.93,3.45,3.02,2.43,2.14,2.16
3.77,3.24,2.8,2.23,1.98,2.05
3.79,3.26,2.81,2.24,1.98,2.08
3.91,3.41,2.98,2.39,2.13,2.13
3.88,3.36,2.92,2.32,2.04,2.07
3.85,3.33,2.89,2.25,2.01,2.02
3.71,3.17,2.73,2.1,1.87,1.92
3.53,2.96,2.5,1.87,1.65,1.77
3.54,2.96,2.48,1.84,1.61,1.74
3.63,3.02,2.53,1.86,1.65,1.72
3.7,3.1,2.59,1.91,1.66,1.72
3.62,3,2.5,1.77,1.53,1.59
3.56,2.94,2.45,1.75,1.53,1.55
3.46,2.84,2.37,1.67,1.47,1.46
3.6,3.04,2.61,1.93,1.74,1.67
3.49,2.93,2.49,1.81,1.63,1.58
3.56,2.99,2.53,1.84,1.63,1.54
3.44,2.84,2.37,1.65,1.47,1.37
3.34,2.71,2.23,1.52,1.35,1.32
3.48,2.88,2.42,1.74,1.58,1.4
3.38,2.8,2.36,1.68,1.54,1.33
3.34,2.78,2.36,1.71,1.59,1.33
NA,NA,NA,NA,NA,NA
3.56,3.04,2.64,1.99,1.84,1.68
3.51,3,2.61,1.93,1.79,1.64
3.51,2.96,2.55,1.86,1.71,1.56
3.56,3.02,2.61,1.88,1.73,1.57
3.47,2.91,2.51,1.8,1.67,1.56
3.45,2.88,2.46,1.79,1.62,1.55
3.57,3.04,2.65,1.94,1.8,1.62
3.6,3.09,2.72,2.05,1.88,1.67
3.61,3.11,2.75,2.08,1.91,1.68
3.5,2.99,2.63,1.98,1.83,1.63
3.57,3.09,2.75,2.1,1.95,1.72
3.58,3.08,2.72,2.06,1.87,1.68
3.49,2.97,2.59,1.95,1.77,1.6
3.55,3.05,2.66,2.02,1.84,1.61
3.49,2.97,2.57,1.94,1.76,1.52
3.53,3,2.6,1.97,1.78,1.53
3.6,3.08,2.68,2.05,1.84,1.56
3.72,3.21,2.82,2.2,1.98,1.65
3.75,3.27,2.9,2.31,2.13,1.77
3.77,3.29,2.95,2.35,2.19,1.85
3.75,3.28,2.95,2.37,2.2,1.86
3.74,3.29,2.96,2.43,2.24,1.84
3.77,3.32,2.98,2.45,2.22,1.83
3.87,3.44,3.15,2.61,2.41,1.91
3.91,3.49,3.2,2.64,2.44,1.97
3.86,3.44,3.14,2.58,2.36,1.95
3.85,3.42,3.11,2.55,2.35,1.94
3.77,3.34,3.03,2.49,2.29,1.85
3.78,3.36,3.06,2.53,2.37,1.94
3.89,3.48,3.18,2.64,2.47,1.97
3.88,3.45,3.14,2.62,2.42,1.98
3.93,3.51,3.15,2.62,2.38,1.96
3.87,3.45,3.09,2.56,2.31,1.94
3.79,3.34,2.99,2.47,2.25,1.91
3.77,3.33,2.98,2.5,2.25,1.91
3.78,3.34,3,2.54,2.3,2.01
3.9,3.49,3.17,2.7,2.47,2.08
3.92,3.5,3.22,2.78,2.53,2.11
3.83,3.39,3.1,2.7,2.45,2.08
3.85,3.43,3.12,2.71,2.47,2.09
3.83,3.4,3.09,2.67,2.42,2.07
3.78,3.35,3.02,2.58,2.34,2.05
3.81,3.38,3.09,2.68,2.41,2.07
3.92,3.52,3.24,2.83,2.56,2.15
3.85,3.43,3.15,2.73,2.46,2.11
NA,NA,NA,NA,NA,NA
3.93,3.52,3.25,2.82,2.55,2.15
4.03,3.63,3.36,2.93,2.62,2.21
4.08,3.68,3.41,2.94,2.67,2.16
4.06,3.68,3.41,2.93,2.66,2.22
3.98,3.56,3.28,2.82,2.51,2.17
3.92,3.5,3.21,2.75,2.45,2.14
3.98,3.55,3.26,2.78,2.47,2.14
4.06,3.63,3.34,2.84,2.52,2.15
3.94,3.5,3.2,2.73,2.4,2.12
4.02,3.65,3.41,3.03,2.73,2.29
4.11,3.77,3.54,3.2,2.91,2.53
4.1,3.73,3.49,3.16,2.83,2.47
4.23,3.9,3.68,3.35,3.03,2.62
4.27,3.95,3.73,3.38,3.05,2.64
4.25,3.94,3.73,3.33,3.02,2.68
4.23,3.89,3.66,3.25,2.94,2.58
4.16,3.81,3.57,3.19,2.89,2.53
4.22,3.89,3.67,3.28,2.99,2.58
4.16,3.81,3.57,3.17,2.88,2.49
4.19,3.87,3.65,3.27,2.98,2.57
4.1,3.76,3.52,3.14,2.87,2.53
4.12,3.78,3.54,3.11,2.82,2.48
4.07,3.69,3.44,2.97,2.68,2.39
3.99,3.62,3.36,2.92,2.65,2.35
3.99,3.61,3.34,2.91,2.63,2.36
4.01,3.62,3.33,2.9,2.63,2.38
3.99,3.6,3.31,2.87,2.6,2.35
3.99,3.59,3.28,2.82,2.54,2.3
NA,NA,NA,NA,NA,NA
3.95,3.53,3.23,2.78,2.47,2.26
3.91,3.49,3.19,2.78,2.47,2.26
3.85,3.42,3.11,2.71,2.41,2.21
3.83,3.4,3.1,2.72,2.44,2.2
3.96,3.55,3.27,2.88,2.59,2.3
3.9,3.49,3.2,2.79,2.47,2.23
3.87,3.43,3.12,2.7,2.39,2.15
3.97,3.52,3.2,2.75,2.44,2.16
4.07,3.65,3.35,2.89,2.58,2.26
4.11,3.71,3.42,2.97,2.66,2.26
4.09,3.69,3.41,2.97,2.66,2.3
4.14,3.75,3.48,3.05,2.74,2.33
4.16,3.77,3.51,3.1,2.81,2.4
4.03,3.64,3.37,2.92,2.61,2.26
4.13,3.73,3.45,3.01,2.7,2.35
4.06,3.64,3.34,2.9,2.59,2.28
4.09,3.68,3.39,2.95,2.65,2.36
4.07,3.65,3.36,2.93,2.64,2.33
3.99,3.56,3.25,2.81,2.52,2.27
3.97,3.54,3.23,2.79,2.51,2.25
3.98,3.55,3.23,2.81,2.53,2.27
4.04,3.6,3.28,2.83,2.54,2.26
4.06,3.62,3.3,2.85,2.56,2.26
3.92,3.48,3.16,2.72,2.43,2.17
3.94,3.51,3.21,2.8,2.51,2.19
3.99,3.57,3.27,2.84,2.56,2.27
3.91,3.47,3.16,2.73,2.45,2.18
3.94,3.51,3.21,2.77,2.5,2.19
3.89,3.46,3.15,2.72,2.45,2.14
3.84,3.42,3.11,2.67,2.4,2.12
3.82,3.39,3.07,2.62,2.35,2.15
3.83,3.39,3.07,2.61,2.32,2.11
3.79,3.34,3,2.54,2.25,2.06
3.84,3.4,3.08,2.62,2.33,2.1
3.87,3.45,3.14,2.7,2.42,2.17
3.79,3.36,3.04,2.62,2.33,2.12
3.79,3.37,3.06,2.64,2.35,2.19
3.77,3.34,3.02,2.58,2.31,2.16
3.79,3.42,3.09,2.62,2.37,2.19
3.83,3.45,3.1,2.6,2.36,2.17
NA,NA,NA,NA,NA,NA
3.74,3.37,3,2.51,2.26,2.12
3.71,3.29,2.95,2.48,2.26,2.08
3.64,3.21,2.87,2.41,2.2,2.04
3.66,3.24,2.91,2.44,2.23,2.07
3.66,3.26,2.96,2.49,2.3,2.12
3.62,3.21,2.9,2.43,2.23,2.06
3.65,3.23,2.91,2.42,2.22,2.06
3.64,3.21,2.87,2.38,2.18,2.01
3.74,3.32,2.97,2.45,2.23,2.02
3.47,2.99,2.59,2.01,1.78,1.66
3.48,3.02,2.64,2.12,1.89,1.72
3.41,2.93,2.52,1.91,1.64,1.5
3.54,3.08,2.67,2.05,1.78,1.53
3.78,3.37,3.01,2.42,2.16,2.05
3.83,3.42,3.04,2.41,2.13,2.06
3.85,3.41,3.03,2.4,2.11,2.01
3.8,3.31,2.91,2.26,2.03,1.9
3.88,3.44,3.09,2.42,2.16,1.97
3.85,3.41,3.05,2.38,2.11,1.81
3.61,3.12,2.7,1.96,1.7,1.6
3.85,3.38,2.98,2.28,2,1.78
3.77,3.29,2.87,2.12,1.82,1.72
3.66,3.13,2.68,1.91,1.62,1.45
3.63,3.09,2.64,1.86,1.6,1.41
3.48,2.92,2.45,1.69,1.43,1.23
3.5,2.91,2.45,1.69,1.47,1.27
3.72,3.15,2.7,1.88,1.65,1.28
3.84,3.25,2.79,1.93,1.65,1.33
3.89,3.27,2.77,1.87,1.62,1.08
NA,NA,NA,NA,NA,NA
4.08,3.48,3.01,2.06,1.82,1.22
4.04,3.4,2.9,1.91,1.64,1.14
3.99,3.33,2.84,1.9,1.61,1.29
3.98,3.3,2.83,1.9,1.64,1.34
3.91,3.26,2.82,2,1.71,1.69
3.76,3.08,2.63,1.86,1.58,1.74
3.65,3,2.56,1.79,1.53,1.64
3.63,3,2.57,1.76,1.54,1.61
3.76,3.09,2.64,1.8,1.57,1.6
3.79,3.12,2.67,1.83,1.59,1.57
3.89,3.21,2.75,1.85,1.65,1.53
3.93,3.24,2.77,1.79,1.58,1.41
4,3.3,2.84,1.82,1.59,1.36
4.01,3.29,2.8,1.8,1.56,1.34
3.96,3.21,2.71,1.69,1.45,1.31
3.81,3.06,2.56,1.59,1.39,1.28
3.73,2.99,2.5,1.64,1.36,1.22
3.75,3.01,2.46,1.63,1.28,1.17
3.83,3.11,2.56,1.71,1.33,1.2
3.82,3.06,2.51,1.78,1.27,1.16
NA,NA,NA,NA,NA,NA
3.75,3,2.37,1.6,1.19,1.03
3.84,3.07,2.43,1.62,1.24,1.16
3.72,2.94,2.33,1.53,1.22,1.14
3.68,2.92,2.32,1.53,1.22,1.08
3.53,2.79,2.22,1.44,1.15,1.05
3.38,2.64,2.08,1.36,1.09,0.97
3.1,2.43,1.94,1.2,1,0.87
3.2,2.53,2.02,1.35,1.09,0.83
3.35,2.71,2.24,1.53,1.31,0.95
3.11,2.49,2.06,1.41,1.15,0.95
2.99,2.43,2.01,1.38,1.09,0.93
NA,NA,NA,NA,NA,NA
2.93,2.35,1.93,1.27,1,0.9
2.72,2.13,1.71,1.16,0.9,0.81
2.68,2.08,1.65,1.12,0.9,0.77
2.67,2.03,1.6,1.07,0.87,0.7
2.55,1.93,1.51,1.02,0.82,0.61
2.67,2.09,1.67,1.19,0.93,0.54
2.77,2.17,1.76,1.27,0.97,0.53
2.67,2.03,1.61,1.15,0.84,0.49
2.69,2.05,1.62,1.21,0.86,0.49
2.64,1.99,1.55,1.11,0.79,0.51
2.6,1.98,1.55,1.05,0.78,0.5
2.53,1.92,1.5,1.02,0.75,0.5
2.37,1.77,1.34,0.88,0.65,0.45
2.2,1.7,1.35,0.98,0.73,0.45
2.08,1.59,1.26,0.92,0.68,0.43
2.13,1.66,1.35,1.02,0.74,0.44
2.16,1.7,1.4,1.12,0.87,0.4
2.18,1.81,1.53,1.13,0.9,0.41
2.2,1.83,1.54,1.14,0.9,0.4
NA,NA,NA,NA,NA,NA
2.16,1.8,1.51,1.08,0.89,0.38
2.13,1.75,1.45,0.96,0.78,0.36
2.11,1.76,1.47,0.94,0.75,0.34
2.25,1.87,1.55,1,0.76,0.37
NA,NA,NA,NA,NA,NA
2.46,2.07,1.72,1.14,0.88,0.4
2.49,2.07,1.67,1.08,0.78,0.43
2.51,2.07,1.68,1.1,0.8,0.45
2.52,2.02,1.66,1.15,0.82,0.44
2.47,1.95,1.6,1.16,0.83,0.44
2.43,1.88,1.51,1.11,0.75,0.43
2.34,1.81,1.45,1.09,0.74,0.43
2.33,1.8,1.44,1.07,0.76,0.43
2.24,1.71,1.36,1.03,0.73,0.42
2.23,1.71,1.36,1.01,0.73,0.42
2.36,1.83,1.47,1.05,0.73,0.43
NA,NA,NA,NA,NA,NA
2.4,1.85,1.48,1.06,0.73,0.42
2.56,1.99,1.6,1.12,0.78,0.43
2.62,2.02,1.61,1.11,0.75,0.42
2.65,2.05,1.64,1.16,0.83,0.46
2.7,2.09,1.67,1.21,0.85,0.47
2.59,1.99,1.59,1.15,0.87,0.47
2.71,2.1,1.7,1.22,0.89,0.48
2.87,2.28,1.87,1.34,0.95,0.51
2.87,2.27,1.85,1.32,0.94,0.51
2.76,2.16,1.75,1.27,0.89,0.51
2.89,2.28,1.88,1.37,0.96,0.53
2.95,2.32,1.91,1.42,0.98,0.53
2.95,2.32,1.89,1.4,0.98,0.54
3.05,2.4,1.97,1.44,0.99,0.57
3.07,2.42,1.99,1.5,1.05,0.6
2.9,2.23,1.79,1.31,0.92,0.6
2.78,2.17,1.76,1.32,0.93,0.6
2.75,2.14,1.73,1.28,0.89,0.58
2.89,2.29,1.88,1.37,0.97,0.61
NA,NA,NA,NA,NA,NA
2.64,2.05,1.65,1.22,0.87,0.61
2.74,2.18,1.81,1.33,0.97,0.64
2.85,2.28,1.89,1.38,1.01,0.67
2.78,2.21,1.81,1.3,0.96,0.64
2.78,2.22,1.84,1.34,0.96,0.69
2.8,2.26,1.89,1.37,1.03,0.71
2.95,2.42,2.06,1.49,1.09,0.75
2.98,2.72,2.07,1.5,1.08,0.73
3.02,2.69,1.99,1.4,1,0.72
2.91,2.54,1.86,1.28,0.89,0.67
2.93,2.58,1.87,1.31,0.91,0.68
3.01,2.67,1.97,1.4,0.97,0.71
2.83,2.49,1.82,1.3,0.9,0.66
2.83,2.49,1.83,1.34,0.91,0.67
2.89,2.53,1.9,1.38,0.96,0.69
2.99,2.63,1.99,1.46,1.01,0.71
2.95,2.56,1.96,1.45,1.03,0.71
2.89,2.5,1.92,1.42,1.03,0.7
2.89,2.48,1.87,1.36,0.98,0.67
2.97,2.55,1.91,1.39,1,0.69
3.02,2.64,2,1.45,1.05,0.69
2.51,2.11,1.54,1.14,0.82,0.6
2.61,2.17,1.64,1.21,0.87,0.6
2.65,2.18,1.66,1.23,0.89,0.6
2.68,2.2,1.69,1.25,0.93,0.6
2.68,2.22,1.7,1.24,0.93,0.62
2.81,2.36,1.84,1.35,0.96,0.6
2.76,2.34,1.8,1.29,0.9,0.57
2.78,2.36,1.79,1.27,0.9,0.58
2.73,2.31,1.72,1.2,0.84,0.58
2.71,2.28,1.67,1.15,0.81,0.57
2.68,2.25,1.65,1.16,0.83,0.58
2.77,2.35,1.74,1.25,0.88,0.59
2.91,2.51,1.87,1.36,0.96,0.6
2.95,2.55,1.9,1.37,0.94,0.6
2.93,2.51,1.87,1.33,0.91,0.6
2.86,2.43,1.83,1.34,0.93,0.59
2.96,2.49,1.9,1.36,0.96,0.6
NA,NA,NA,NA,NA,NA
2.88,2.39,1.81,1.27,0.89,0.57
2.8,2.31,1.71,1.21,0.86,0.54
2.82,2.29,1.71,1.22,0.86,0.54
2.86,2.36,1.79,1.27,0.91,0.54
2.98,2.48,1.91,1.36,0.99,0.57
2.88,2.39,1.82,1.27,0.93,0.54
2.94,2.46,1.87,1.32,0.96,0.53
2.98,2.5,1.92,1.36,1,0.52
2.96,2.49,1.89,1.34,0.97,0.49
3.03,2.56,1.96,1.38,0.99,0.5
2.95,2.48,1.87,1.31,0.9,0.49
3.05,2.58,1.97,1.39,0.95,0.52
3.12,2.69,2.01,1.4,0.94,0.5
3.16,2.7,2.02,1.38,0.91,0.49
3.21,2.72,2.03,1.39,0.92,0.49
3.19,2.7,2.03,1.4,0.94,0.52
3.2,2.7,2.05,1.46,0.98,0.53
3.18,2.7,2.06,1.43,0.96,0.51
3.29,2.8,2.15,1.46,1,0.54
3.29,2.78,2.15,1.44,1,0.55
3.17,2.67,2.04,1.34,0.92,0.53
3.17,2.67,2.02,1.34,0.9,0.54
3.11,2.62,1.98,1.31,0.89,0.52
3.1,2.62,1.98,1.3,0.87,0.5
3.14,2.65,2.01,1.3,0.88,0.5
3.22,2.73,2.09,1.36,0.93,0.5
3.25,2.76,2.12,1.37,0.91,0.48
3.19,2.72,2.05,1.31,0.87,0.44
3.35,2.86,2.16,1.36,0.89,0.45
3.45,2.96,2.23,1.39,0.92,0.49
NA,NA,NA,NA,NA,NA
3.5,3.05,2.3,1.45,0.96,0.5
3.71,3.22,2.43,1.5,0.96,0.49
3.67,3.22,2.46,1.52,0.97,0.48
3.47,3.06,2.34,1.42,0.92,0.47
3.71,3.28,2.55,1.52,0.97,0.48
3.65,3.26,2.52,1.52,0.96,0.46
3.56,3.16,2.43,1.47,0.91,0.45
3.72,3.31,2.56,1.54,0.96,0.47
3.84,3.53,2.85,1.88,1.32,0.62
3.91,3.6,2.95,2,1.42,0.62
3.86,3.51,2.86,1.93,1.33,0.56
3.98,3.59,2.93,2,1.38,0.55
3.88,3.49,2.87,1.97,1.35,0.53
3.81,3.46,2.81,1.91,1.3,0.52
3.76,3.39,2.75,1.84,1.26,0.51
3.67,3.32,2.7,1.79,1.23,0.51
3.68,3.33,2.69,1.76,1.19,0.5
3.86,3.51,2.86,1.88,1.28,0.52
3.79,3.45,2.82,1.84,1.25,0.51
3.72,3.37,2.75,1.77,1.17,0.5
3.65,3.31,2.71,1.74,1.14,0.5
3.72,3.39,2.74,1.79,1.19,0.5
3.55,3.22,2.58,1.66,1.12,0.47
3.52,3.18,2.53,1.63,1.1,0.45
3.51,3.18,2.53,1.63,1.11,0.51
3.53,3.19,2.54,1.64,1.11,0.56
3.55,3.2,2.51,1.57,1.05,0.54
3.51,3.14,2.43,1.52,0.98,0.49
NA,NA,NA,NA,NA,NA
3.52,3.12,2.4,1.48,0.96,0.48
3.47,3.08,2.36,1.52,0.98,0.46
3.33,2.9,2.23,1.42,0.91,0.45
3.44,3.01,2.33,1.46,0.94,0.47
3.32,2.89,2.22,1.4,0.91,0.45
3.38,2.94,2.27,1.41,0.92,0.47
3.5,3.05,2.37,1.48,0.97,0.47
3.63,3.19,2.52,1.6,1.03,0.5
3.59,3.13,2.46,1.54,1,0.47
3.67,3.21,2.52,1.58,1.02,0.48
3.61,3.14,2.46,1.54,0.99,0.47
3.5,3.03,2.36,1.47,0.96,0.46
3.58,3.11,2.43,1.5,0.98,0.47
3.72,3.28,2.6,1.62,1.08,0.49
3.7,3.25,2.57,1.59,1.05,0.47
3.75,3.31,2.63,1.63,1.08,0.49
3.72,3.3,2.63,1.66,1.12,0.49
3.69,3.31,2.69,1.72,1.17,0.5
3.67,3.31,2.66,1.73,1.19,0.48
3.52,3.14,2.53,1.62,1.13,0.48
3.66,3.3,2.66,1.72,1.18,0.48
3.7,3.32,2.68,1.75,1.2,0.47
3.8,3.4,2.73,1.78,1.23,0.49
3.79,3.39,2.73,1.77,1.22,0.48
3.89,3.5,2.84,1.87,1.32,0.52
3.8,3.4,2.75,1.79,1.24,0.49
3.71,3.32,2.69,1.78,1.21,0.48
3.72,3.35,2.7,1.76,1.18,0.47
3.59,3.22,2.58,1.66,1.12,0.45
3.55,3.17,2.51,1.61,1.07,0.44
3.48,3.09,2.43,1.54,1.04,0.45
3.51,3.13,2.48,1.57,1.06,0.43
3.45,3.07,2.43,1.52,1.01,0.43
3.42,3.06,2.43,1.53,1.03,0.42
3.56,3.21,2.58,1.65,1.13,0.45
3.48,3.13,2.5,1.57,1.05,0.44
3.45,3.1,2.48,1.56,1.05,0.47
3.44,3.09,2.46,1.57,1.06,0.45
3.47,3.12,2.48,1.58,1.04,0.46
3.46,3.09,2.46,1.55,1.01,0.44
3.4,3.03,2.39,1.49,0.97,0.43
3.38,2.99,2.33,1.44,0.92,0.43
3.29,2.91,2.26,1.39,0.89,0.41
3.33,2.95,2.29,1.42,0.91,0.42
3.45,3.06,2.36,1.46,0.94,0.42
NA,NA,NA,NA,NA,NA
3.47,3.06,2.38,1.49,0.93,0.41
3.48,3.07,2.38,1.48,0.93,0.4
3.36,2.95,2.29,1.42,0.9,0.4
3.34,2.93,2.29,1.42,0.9,0.39
3.42,3.01,2.37,1.46,0.94,0.4
3.47,3.07,2.41,1.49,0.96,0.39
3.48,3.11,2.46,1.55,1.01,0.38
3.42,3.04,2.41,1.51,0.98,0.4
3.49,3.12,2.49,1.57,1.03,0.41
3.49,3.11,2.47,1.56,1.02,0.4
3.46,3.09,2.45,1.54,1.02,0.42
3.44,3.05,2.4,1.49,0.96,0.41
3.4,3.03,2.37,1.45,0.93,0.39
3.34,2.98,2.36,1.49,0.98,0.41
3.31,2.95,2.33,1.47,0.98,0.4
3.31,2.94,2.34,1.48,1,0.41
3.31,2.93,2.31,1.45,0.95,0.4
3.21,2.82,2.2,1.36,0.87,0.37
3.24,2.83,2.22,1.38,0.88,0.37
3.24,2.82,2.21,1.38,0.88,0.36
3.27,2.85,2.25,1.43,0.91,0.37
3.21,2.77,2.16,1.35,0.87,0.34
3.27,2.83,2.22,1.4,0.9,0.35
3.4,2.98,2.36,1.5,0.98,0.38
NA,NA,NA,NA,NA,NA
